id_evento,fecha_evento,decline_code,decline_tipo,red,acquirer,bin,card_type,monto_ars,attempt_number,tokenized,card_expiry_delta_dias,user_id,archetype_id,employment_type,digital_literacy,tenure_meses,prior_recoveries,engagement_recency_dias,arpu_ars,day_of_month,days_to_quincena,days_to_fin_de_mes,is_aguinaldo_month,anses_pay_flag,indec_ipc_mom,bcra_rate,billetera_yield_proxy,action_window,action_channel,action_tone,recovered,recovery_day_offset,contexto_cliente
EVT0000181,2026-01-20,51,soft,Visa,Payway,432562,credito,6400.0,5,False,618,USR0000280,empleado_publico,empleado_publico,media,61,3,20,6400.0,20,24,10,0,0,0.0325,0.4816,0.3981,fin_de_mes,llamada,formal,0,-1,Empleado público (ingreso_estable_fin_de_mes)
EVT0000182,2026-01-31,51,soft,Visa,Payway,450108,credito,13700.0,1,False,-45,USR0000253,profesional_salud,empleado_privado,alta,22,2,7,13400.0,31,13,27,0,0,0.0574,0.565,0.4302,anses,email,cercano,1,11,Profesional de la salud (enfermero / técnico) (ingreso_estable_con_guardias)
EVT0000183,2026-01-04,65,soft,Mastercard,Payway,529650,credito,23600.0,1,False,267,USR0000209,comerciante_minorista,autonomo,media,24,1,22,24600.0,4,11,26,0,1,0.0577,0.6404,0.5208,post_fecha_resumen,push,cercano,1,8,Comerciante minorista / PyME (flujo_caja_variable)
EVT0000184,2025-11-26,05,soft,Visa,Payway,440457,credito,4800.0,2,False,17,USR0000218,joven_profesional,empleado_privado,alta,3,1,31,5000.0,26,19,2,0,0,0.0472,0.5949,0.5446,inmediata,whatsapp,cercano,0,-1,Joven profesional (primer empleo) (ingreso_estable_bajo_quincena)
EVT0000185,2026-01-13,51,soft,Cabal,Other,654677,debito,6200.0,3,False,456,USR0000179,docente,empleado_publico,media,43,2,8,5700.0,13,2,17,0,0,0.0514,0.5688,0.4606,fin_de_mes,sms,cercano,0,-1,Docente (maestro / profesor) (ingreso_estable_fin_de_mes)
EVT0000186,2025-12-27,05,soft,Visa,Fiserv,403876,debito,3000.0,2,False,214,USR0000290,jubilado,jubilado,baja,61,3,10,2800.0,27,19,4,1,0,0.0573,0.6502,0.4557,inmediata,llamada,empatico,0,-1,Jubilado / pensionado ANSES (ingreso_fijo_anses)
EVT0000187,2026-01-25,05,soft,Mastercard,Payway,562721,credito,16500.0,6,True,329,USR0000197,freelancer_digital,autonomo,alta,22,0,0,16100.0,25,19,5,0,0,0.0447,0.5282,0.4566,inmediata,email,cercano,0,-1,Freelancer digital / trabajador remoto (ingreso_alto_irregular_usd)
EVT0000188,2025-07-08,05,soft,Mastercard,Other,571161,credito,19600.0,4,True,313,USR0000084,comerciante_minorista,autonomo,media,22,0,8,20200.0,8,7,23,0,1,0.0302,0.4989,0.3517,inmediata,whatsapp,cercano,1,1,Comerciante minorista / PyME (flujo_caja_variable)
EVT0000189,2026-05-25,51,soft,Visa,Fiserv,432014,debito,4700.0,2,True,272,USR0000422,rural_agro,empleado_privado,baja,7,0,9,5200.0,25,21,4,0,0,0.0584,0.5196,0.4826,fin_de_mes,whatsapp,empatico,1,5,Trabajador rural / agro (estacional) (ingreso_estacional)
EVT0000190,2025-11-27,51,soft,Visa,Payway,494860,debito,5800.0,2,True,316,USR0000351,trabajador_informal,informal,media,4,1,8,5500.0,27,18,1,0,0,0.0245,0.5068,0.4088,quincena,email,cercano,0,-1,Trabajador informal / changas (ingreso_diario_efectivo)
EVT0000191,2025-08-13,91,soft,Mastercard,Geopagos,596858,credito,12300.0,3,False,124,USR0000565,empleado_privado_formal,empleado_privado,alta,51,4,0,11700.0,13,2,16,0,0,0.0477,0.4776,0.371,post_aguinaldo,whatsapp,cercano,0,-1,Empleado privado en relación de dependencia (ingreso_estable_quincena)
EVT0000192,2026-03-17,51,soft,Visa,Payway,475067,debito,3500.0,15,True,84,USR0000476,trabajador_informal,informal,media,5,0,15,3400.0,17,29,14,0,0,0.045,0.5588,0.4394,quincena,whatsapp,cercano,1,30,Trabajador informal / changas (ingreso_diario_efectivo)
EVT0000193,2026-02-02,51,soft,Visa,Geopagos,429741,credito,13400.0,1,True,375,USR0000285,empresario_pyme,autonomo,media,40,3,26,14200.0,2,11,25,0,1,0.0333,0.6457,0.546,fin_de_mes,whatsapp,urgente_suave,1,27,Empresario / dueño de PyME (ingreso_alto_variable)
EVT0000194,2026-05-08,05,soft,Amex,Geopagos,365346,credito,3000.0,1,False,262,USR0000432,gastronomico,empleado_privado,media,3,1,32,3300.0,8,7,21,0,1,0.0573,0.6344,0.4671,post_aguinaldo,whatsapp,cercano,1,55,Trabajador gastronómico (ingreso_variable_propinas)
EVT0000195,2026-04-02,51,soft,Cabal,Payway,662207,debito,9100.0,8,True,279,USR0000587,empleado_publico,empleado_publico,media,64,3,2,9200.0,2,13,28,0,1,0.0357,0.5972,0.5199,fin_de_mes,whatsapp,cercano,0,-1,Empleado público (ingreso_estable_fin_de_mes)
EVT0000196,2025-12-19,51,soft,Visa,Fiserv,486351,credito,5400.0,9,True,785,USR0000486,estudiante,informal,alta,6,0,25,6000.0,19,27,12,1,0,0.0444,0.5996,0.5165,post_quincena,push,urgente_suave,0,-1,Estudiante universitario (ingreso_irregular_changas)
EVT0000197,2026-02-10,51,soft,Cabal,Geopagos,609710,debito,9200.0,9,True,438,USR0000384,docente,empleado_publico,media,30,2,0,8800.0,10,3,17,0,1,0.0694,0.7118,0.5293,anses,whatsapp,empatico,0,-1,Docente (maestro / profesor) (ingreso_estable_fin_de_mes)
EVT0000198,2026-02-19,05,soft,Visa,Payway,417419,credito,6200.0,8,True,400,USR0000156,empleado_comercio,empleado_privado,media,15,0,15,6800.0,19,22,8,0,0,0.0494,0.6293,0.5977,inmediata,whatsapp,cercano,0,-1,Empleado de comercio (CCT comercio) (ingreso_estable_fin_de_mes)
EVT0000199,2026-05-08,05,soft,Mastercard,Geopagos,596828,credito,24100.0,2,True,286,USR0000214,ejecutivo_corporativo,empleado_privado,alta,39,1,0,22000.0,8,7,21,0,1,0.0448,0.5247,0.4197,quincena,email,formal,1,8,Ejecutivo / perfil corporativo (ingreso_alto_estable)
